id,sentiment_text,human_label
46,"Titulo: Ibovespa renova mínima abaixo dos 62 mil pontos | Resumo: Giro baixo, causado pelo feriado nos EUA, e o dólar em alta motivam a instabilidade do Ibovespa e alguma realização de lucro",NEGATIVE
47,"Titulo: Petrobras evita queda maior do Ibovespa em meio a expectativa por ""Super Quarta"" | Resumo: O que ajudou o índice durante a tarde foi o avanço de Petrobras, com nova rodada de ganhos do petróleo, apesar do recuo de boa parte dos pesos pesados da bolsa",NEGATIVE
48,"Titulo: Dólar se mantém em alta contra o real, mas se afasta das máximas do dia",NEGATIVE
49,"Titulo: Dólar fecha em alta com pressão do exterior, mas segue abaixo de R$ 5 | Resumo: O movimento refletiu o clima mais avesso ao risco no exterior, com a moeda americana ganhando força ante outras divisas",NEGATIVE
50,"Titulo: IPCA deve subir no 4º tri, mas encerrar 2017 na meta, diz Ipea | Resumo: O IPCA fechou fevereiro com alta de 0,33%, o menor resultado para o mês desde o ano 2000, informou o IBGE",NEGATIVE
51,Titulo: Ibovespa corrige excessos e termina sessão em queda,NEGATIVE
52,"Titulo: Dólar sobe e se aproxima de R$3,80 com exterior e política local | Resumo: Às 10h16, o dólar avançava 0,65%, a 3,7904 reais na venda, depois de terminar com leve baixa de 0,03% na última sessão",NEGATIVE
53,Titulo: Ibovespa Futuro cai com mercado atento ao cenário internacional e política doméstica,NEGATIVE
54,"Titulo: Juros futuros sobem após varejo indicar recuperação | Resumo: O resultado surpreendente das vendas no varejo de maio continua a ditar os rumos do mercado de juros futuros nesta quarta-feira, marcado por alta expressiva das taxas",NEGATIVE
55,"Titulo: Dólar hoje: moeda americana abre em alta nesta segunda | Resumo: Trump anunciou na madrugada desta terça as tarifas de 25% às importações de aço e alumínio; por aqui, o IPCA fechou janeiro com alta de 0,16%",NEGATIVE
56,"Titulo: Ibovespa fecha sessão em alta, mas cai 3% em novembro marcado por preocupação fiscal | Resumo: Na semana, o Ibovespa acumulou uma perda de 2,68%, o pior desempenho semanal desde meados de setembro",NEGATIVE
57,"Titulo: BofA vê ""mundo novo"" para o Brasil com Selic a 4,75% ainda em 2019 | Resumo: O banco também revisou para baixo as previsões de alta do PIB, de 1,2% para 0,7% em 2019 e de 2,2% para 1,9% em 2020.",NEUTRAL
58,Titulo: DIs sobem após Tombini sinalizar que BC não vai cortar juros,NEGATIVE
59,"Titulo: Ibovespa tem dia de acomodação e cai, à espera de andamento de reforma",NEGATIVE
60,Titulo: Ibovespa vira para queda com EUA e devolve prêmio conquistado na véspera; entenda,NEGATIVE
61,"Titulo: Outubro foi positivo, mas novembro teve reversão, avalia Tesouro",NEUTRAL
62,Titulo: Taxas de juros futuros têm leve avanço em sessão de liquidez baixa,NEGATIVE
63,"Titulo: Brasil é campeão em juros reais mesmo após maior corte em 8 anos | Resumo: Inflação está caindo mais rápido do que a Selic e Brasil segue líder mundial em juros reais com 6,39%, segundo ranking da Infinity com o MoneYou",NEGATIVE
64,"Titulo: Dólar à vista avança quase 1% e vai a R$ 5,58 com pressão de fluxo e risco eleitoral | Resumo: Diante do fluxo negativo, o real exibiu a maior desvalorização frente ao dólar, na relação das 33 moedas mais líquidas",NEGATIVE
65,"Titulo: Ibovespa engata queda pressionado pelos papéis de Itaú, Magazine Luiza, Bradesco e Petrobras; dólar passa a subir",NEGATIVE
66,"Titulo: Juros futuros de longo prazo sobem, mas fecham semana em baixa",NEGATIVE
67,"Titulo: Dólar afunda após ""derrota"" de Trump no Congresso; Ibovespa sobe, mas não evita queda na semana | Resumo: Índice teve sessão volátil de olho em riscos envolvendo as reformas do governo brasileiro, enquanto nos EUA dia foi tenso por votação no Congresso americano",NEGATIVE
68,"Titulo: Dólar fecha em alta firme e vai a R$ 5,23 com piora externa | Resumo: Indicadores que reforçaram a resiliência da economia dos Estados Unidos fizeram a divisa americana registrar forte alta globalmente",NEGATIVE
69,"Titulo: Ibovespa cai perto de 2% com EUA mais perto de subirem juros; dólar cai | Resumo: Mercado opera em baixa, seguindo o exterior, em mais um dia de correção do rali do impeachment em meio à fraqueza internacional",NEGATIVE
70,"Titulo: Ibovespa cai com baixa de commodities, mas JBS dispara após leniência",NEGATIVE
71,"Titulo: FGV: Apesar da demanda fraca, inflação deve se espalhar mais nos próximos meses | Resumo: Economista explica que a aceleração da inflação, que atingiu 1,16% em setembro, está associada ao aumento dos custos e deve contaminar mais o setor de serviços",NEGATIVE
72,"Titulo: Ibovespa cai 0,27%, com bancos e piora de projeções para cenário interno; dólar cai 0,15% | Resumo: Questão de Americanas segue pressionando bancos, em meio a dúvidas do mercado com provisões, bem como novas sinalizações políticas",NEGATIVE
73,Titulo: Alta dos juros pressiona Ibovespa em pregão de baixa liquidez,NEGATIVE
74,Titulo: Ibovespa Futuro cai seguindo exterior após decepção com estímulo japonês,NEGATIVE
75,"Titulo: Inflação começa a cair partir do 4º trimestre, mas ainda acima da meta, projeta BC",NEGATIVE
76,"Titulo: Dólar fecha em alta com maior aversão global a risco | Resumo: Encerradas as negociações do mercado à vista, o dólar comercial registrou apreciação de 0,65%, cotado a R$ 5,4742",NEGATIVE
77,"Titulo: Com forte volume, juros futuros sobem em ajuste a BC mais conservador",NEGATIVE
78,Titulo: Ibovespa fecha em leve queda em sessão com giro fraco | Resumo: A Bovespa fechou com o seu principal índice em leve queda após sessão sem tendência definida e giro financeiro reduzido,NEGATIVE
79,"Titulo: Juros curtos recuam após Copom e taxas longas disparam com Treasury | Resumo: Assim, a estrutura a termo da curva de juros local registrou aumento da inclinação (dada pela diferença entre o juro dos contratos de um e de cinco anos)",NEGATIVE
80,"Titulo: Dólar tem leva alta e vai a R$3,24 com impeachment e Fed | Resumo: As cotações ficaram mais sensíveis ao julgamento de impeachment da presidente e a questões sobre quando Fed vai voltar a elevar os juros",NEGATIVE
81,Titulo: Ibovespa fecha em leve baixa com realização de lucros | Resumo: O principal índice da Bovespa fechou em queda em dia de reflexo de leve realização de lucros,NEGATIVE
82,"Titulo: Com alta da Selic, custo de reservas é o maior em 5 anos",NEGATIVE
83,"Titulo: Dólar sobe a quase R$ 3,60 diante de preocupação com cena política",NEGATIVE
84,"Titulo: Gastos significativos fora do teto devem limitar ganhos do Ibovespa em 2023, aponta pesquisa do BofA",NEGATIVE
85,Titulo: Ibovespa Futuro reflete corte da S&P e projeção da OCDE e se descola das bolsas mundiais,NEGATIVE
86,Titulo: Dólar e juros futuros sobem em dia de ajustes,NEGATIVE
87,"Titulo: Com balanço de riscos inalterado, analistas esperam que Copom mantenha comunicação dura sobre juros | Resumo: Desde a última reunião do Copom, expectativas de inflação tiveram piora, embora novo arcabouço fiscal tenha sido apresentado",NEGATIVE
88,"Titulo: Ibovespa fecha em queda com exterior negativo e perdas de Vale, B3 e Petrobras",NEGATIVE
89,"Titulo: IPCA: Produtos monitorados sobem 9% até novembro, quase o dobro da inflação | Resumo: Ao longo de 2023, esses itens estão entre as maiores pressões para a alta da inflação, mostram os dados do IBGE",NEGATIVE
90,"Titulo: Desenrola afeta mercado de crédito 'podre' | Resumo: Segundo a Recovery, empresa do Itaú que trabalha com créditos inadimplidos, houve queda de 45% no volume transacionado neste mercado em 2023 em relação a 2022",NEGATIVE
91,"Titulo: Ibovespa recua mais de 1% e dólar ultrapassa R$ 3,51",NEGATIVE
92,Titulo: Juros futuros sobem diante de possível postergação de corte da Selic,NEGATIVE
93,"Titulo: Dólar hoje sobe a R$ 5,360, na contramão do exterior e em dia de falas de Galípolo | Resumo: Na sexta-feira o dólar à vista fechou em baixa de 0,31%, aos R$ 5,3353.",NEGATIVE
94,"Titulo: Qual é o impacto da alta do dólar na inflação brasileira? | Resumo: Disparada do dólar, que chegou aos R$ 5,70, acendeu o alerta do governo em relação aos impactos sobre a inflação.",NEGATIVE
95,Titulo: Ibovespa recua forte com derrocada da Petrobras; EUA viram para queda após Trump cancelar encontro com Coreia do Norte | Resumo: Ações preferenciais da estatal recuam mais de 10% após congelamento de preços do diesel,NEGATIVE
96,"Titulo: Ibovespa fecha em queda com falas de Haddad sobre metal fiscal | Resumo: A semana começa em baixa, após falas do ministro da Fazenda, Fernando Haddad, alimentar o sentimento de incerteza fiscal",NEGATIVE
97,"Titulo: Exterior pressiona e dólar sobe a R$ 5,48",NEGATIVE
98,Titulo: Piora nas notícias sobre coronavírus e expectativa por resultados: o noticiário que está movimentando o Ibovespa,NEGATIVE
99,"Titulo: Inflação mais alta deprime renda e limita a retomada | Resumo: Só a classe A terá sobra de recursos, com alta de 2,8%. Na outra ponta, a classe D/E deve ter um recuo de 18,5%",NEGATIVE
100,"Titulo: Em dia tenso, dólar bate em R$ 5,70, após declarações de Lula sobre câmbio e BC",NEGATIVE
101,"Titulo: Ibovespa acompanha NY e apaga perdas mesmo após 'payrol' forte | Resumo: O racional é que as quedas recentes do mercado se deram justamente para precificar um cenário com mais juros por mais tempo, portanto, os ativos se recuperam após o susto com dados de empregos nos EUA muito acima do previsto",NEUTRAL
102,"Titulo: Ibovespa sobe, mas perde força no fim em dia de Copom e ataque terrorista; dólar bate recorde | Resumo: Mercado ganha força graças a dado positivo da commodity, que interrompe forte sequência de quedas",NEUTRAL
103,Titulo: Ibovespa Futuro opera entre perdas e ganhos com atenção a exterior e indicadores locais; DIs curtos disparam após Copom,NEUTRAL
104,Titulo: Dólar vira para alta com Gilmar Mendes escolhido relator sobre prisão em 2ª instância; Ibovespa dispara com exterior,NEUTRAL
105,Titulo: Dólar sobe e Ibovespa opera estável seguindo exterior em meio a tensões geopolíticas,NEUTRAL
106,"Titulo: Dólar fecha agosto com leve alta, mas ainda abaixo de R$3,15",NEUTRAL
107,"Titulo: Ibovespa inicia semana em alta, mas cautela ainda persiste",NEUTRAL
108,"Titulo: Ibovespa sobe e tenta novo recorde, mas Petrobras limita ganhos | Resumo: A Petrobras opera em queda antes do megaleilão de excedentes da cessão onerosa",NEUTRAL
109,"Titulo: Ibovespa oscila, mas união de poderes após ataques em Brasília tranquiliza mercados | Resumo: Reação do governo e união dos poderes amenizaram preocupações em dia de alta das commodities com reabertura da China",NEUTRAL
110,"Titulo: Bolsa sobe 1% em semana marcada por alta das commodities, ruídos fiscais e crise na Americanas | Resumo: Dólar reage a falas de Lula e fecha semana em alta de 2%; Ibovespa cai 0,8% nesta sexta-feira",NEUTRAL
111,"Titulo: Ibovespa sobe, mas não retoma os R$ 4 trilhões de valor de mercado | Resumo: Em 24 de janeiro, antes do pânico pelo coronavírus, o valor de mercado do Ibovespa era de R$ 4,04 trilhões",NEUTRAL
112,"Titulo: Lucro de bancos privados sobe 17%, mas crédito patina",NEUTRAL
113,"Titulo: Ibovespa sofre, mas tem leve alta com Petrobras e bancos ofuscando queda da Vale",NEUTRAL
114,"Titulo: Vale reforça a alta da bolsa, mas Petrobras pesa com recuo do petróleo",NEUTRAL
115,"Titulo: Ibovespa fecha próximo a estabilidade com mercado repercutindo Boletim Focus | Resumo: No mercado cambial, dólar terminou o dia em queda de 0,20% aos R$ 5,414",NEUTRAL
116,"Titulo: Ibovespa cai, mas euforia com Previdência garante alta de 2,3% na semana; dólar vai a R$ 3,70 | Resumo: Índice tem dia de ajuste, apesar de forte alta das bolsas dos EUA, mas não apaga disparada da quinta-feira após anúncio de pontos da reforma da Previdência",NEUTRAL
117,"Titulo: Ibovespa sobe, mas eleição ‘prende’ índice abaixo dos 80 mil pontos",NEUTRAL
118,"Titulo: Vibra (VBBR3), Carrefour (CRFB3), blue chips e bancos puxam alta da Bolsa; Magazine Luiza (MGLU3) recua | Resumo: Acompanhe o que movimenta a bolsa, ações, dólar, juros e commodities nos negócios do pregão desta terça-feira (28).",NEUTRAL
119,"Titulo: Analistas cortam projeções para Ibovespa, mas ainda preveem alta até o fim do ano com índice ""barato"" | Resumo: Alguns analistas projetam recuperação do Ibovespa após eleição levando em conta que índice está barato, enquanto outros projetam recuperação mais demorada",NEUTRAL
120,"Titulo: Apesar da Vale, Ibovespa fecha estável e dólar sobe à espera de pacote fiscal",NEUTRAL
121,Titulo: Bolsa opera com leve alta e Vale e Petrobras no foco; dólar sobe,NEUTRAL
122,Titulo: Bolsa opera com leve alta e Vale e Petrobras no foco; dólar sobe,NEUTRAL
123,"Titulo: Ibovespa ensaia melhora com reforma tributária, mas exterior e bancos pesam",NEUTRAL
124,"Titulo: Dólar recua, mas engata 4ª semana consecutiva de ganhos; B3 fecha estável | Resumo: Moeda norte americana acumulou ganho de 1,71 por cento na semana; o Ibovespa subiu 0,76 por cento",NEUTRAL
125,Titulo: Ibovespa tem sessão volátil com cena externa e papéis sensíveis aos juros,NEUTRAL
126,"Titulo: Vale e siderúrgicas sobem até 21% na semana com ""Onda Azul"" nos EUA, enquanto e-commerce cai; Méliuz salta 22% na sessão | Resumo: Confira os destaques da B3 na semana e na sessão desta sexta-feira (8)",NEUTRAL
127,"Titulo: Ação da CVC sobe com sinais de retomada, IRB dispara 12%, Vale cai e bancos avançam em dia de recuperação",NEUTRAL
128,"Titulo: Ibovespa opera entre leves perdas e ganhos com Orçamento, CPI da Covid e exterior; dólar vai a R$ 5,66 | Resumo: Indefinições sobre Orçamento e determinação pelo STF de instalação de CPI da Covid são acompanhadas de perto pelos investidores",NEUTRAL
129,"Titulo: Ibovespa exibe leve alta, limitada por exterior e cautela",NEUTRAL
130,"Titulo: Ibovespa oscila sem viés firme com dados dos EUA e notícias corporativas | Resumo: Às 11h33, o Ibovespa subia 0,06%, a 74.595 pontos. O volume financeiro somava 1,9 bilhão de reais",NEUTRAL
131,"Titulo: Ibovespa põe exterior de lado e zera perdas, de olho na cena política",NEUTRAL
132,"Titulo: Ibovespa fica perto da estabilidade com pacote de Guedes | Resumo: Às 10:09, o Ibovespa caía 0,09%, a 108.681,40 pontos",NEUTRAL
133,Titulo: Carteira gráfica da XP bate novamente o desempenho do Ibovespa e faz uma alteração,NEUTRAL
134,Titulo: Dólar hoje opera estável e permanece no piso de R$ 6,NEUTRAL
135,"Titulo: Ações da Cogna (COGN3) caem 13% em fevereiro; veja quais foram as maiores quedas do Ibovespa no mês | Resumo: Por outro lado, o Ibovespa, ainda que aos trancos e barrancos, acumulou uma alta de 0,99% no último mês",NEUTRAL
136,"Titulo: Após ata do Copom, juros futuros têm viés de alta e dólar recua",NEUTRAL
137,Titulo: Ibovespa Futuro opera perto da estabilidade entre alternativas para PEC da Transição e preocupação com a China,NEUTRAL
138,"Titulo: Dólar hoje fecha a R$ 5,30 após oscilar abaixo dos R$5,28 com corte de juros nos EUA | Resumo: Investidores aguardam agora por decisão de juros no Brasil",NEUTRAL
139,"Titulo: À espera da ""super quarta"", Ibovespa reduz ritmo e varia pouco | Resumo: Ibovespa terminou o pregão em queda de 0,10%, aos 106.528,09 pontos",NEUTRAL
140,Titulo: Lira diz que Petrobras parou de investir para distribuir dividendos a acionistas e fala em privatização,NEUTRAL
141,Titulo: B3 aumenta o investimento em esportes e entra no SP Open,NEUTRAL
142,Titulo: CEOs do Elite InfoMoney respondem por 83% da receita das empresas listadas na B3,NEUTRAL
143,Titulo: Venda de títulos por meio do Tesouro Direto será suspensa na terça por conta de greve de servidores,NEUTRAL
144,Titulo: Elea capta R$ 790 milhões com debêntures verdes,NEUTRAL
145,Titulo: Ibovespa Futuro sinaliza leve correção após melhor fechamento desde 2012; dólar e DIs caem,NEUTRAL
146,Titulo: Dólar e Ibovespa têm leve alta à espera de dados dos EUA,NEUTRAL
147,"Titulo: Demissões na Disney, IPCA , balanço do Bradesco, reação ao BB Seguridade e o que move o mercado | Resumo: Bolsas avançam no exterior na esteira de últimos resultados do quarto trimestre; lucro e receita da Disney superaram as estimativas do mercado",NEUTRAL
148,"Titulo: Spread bancário resiste a cair, apesar da queda dos juros básicos | Resumo: Divulgado todos os meses pelo Banco Central, indicador acumulou alta de 0,6 ponto percentual no último trimestre de 2016, mesmo com a Selic em queda",NEUTRAL
149,"Titulo: Cenário para inflação segue tranquilo, apesar da alta",NEUTRAL
150,Titulo: Juro na mínima sustenta crédito imobiliário mesmo com pandemia,NEUTRAL
151,"Titulo: Bolsonaro quer dólar abaixo de R$4, mas diz que problema não é só interno | Resumo: ""O mundo está todo conectado. Qualquer problema lá fora tem reflexo no mundo todo, não é só aqui, não"", disse",NEUTRAL
152,Titulo: Vale é a empresa mais valiosa da América Latina e deixa Mercado Livre para trás | Resumo: Valor de mercado da mineradora brasileira está atualmente em US$ 102 bilhões,NEUTRAL
153,"Titulo: Dólar fecha com estabilidade, a R$ 5,80, com tarifas dos EUA e inflação",NEUTRAL
154,"Titulo: Inflação oficial fica em 0,11% em agosto, diz IBGE | Resumo: Segundo dados divulgados hoje (6) pelo Instituto Brasileiro de Geografia e Estatística (IBGE), o IPCA acumula taxas de inflação de 2,54% no ano e de 3,43% em 12 meses.",NEUTRAL
155,"Titulo: Vendas do Tesouro Direto somam R$ 1,4 bilhão em maio",NEUTRAL
156,Titulo: Fim do Drex? Entenda decisão do Banco Central,NEUTRAL
157,Titulo: Veja quais as queixas mais comuns de investidores em órgão da bolsa,NEUTRAL
158,"Titulo: Câmbio aproximou inflação da meta do Banco Central | Resumo: Se o câmbio não tivesse variado desde 31 de dezembro de 2024, permanecendo em R$ 6,18 por dólar em 2025, a inflação dos itens livres no IPCA seria 0,44 ponto percentual superior, diz André Cordeiro, do Inter",NEUTRAL
159,Titulo: PIPELINE: Raízen vale R$ 74 bi no maior IPO do ano e o primeiro de ‘E2G’,NEUTRAL
160,Titulo: Petrobras deixa ranking das 20 maiores pagadoras de dividendos no mundo,NEUTRAL
161,Titulo: PETR4: ministro de Lula nega intervenção sobre dividendos da Petrobras e elogia CEO | Resumo: Rui Costa referendou trabalho de Jean Paul Prates e indicou que Lula não pretende fazer qualquer troca neste momento,NEUTRAL
162,Titulo: BNDES lança plataforma para conectar investidores e projetos de desestatização | Resumo: O “Hub de Projetos” vai facilitar a conexão entre os investidores de capital de longo prazo nacionais e internacionais e dar acesso direto a informações sobre os projetos conduzidos pelo banco,NEUTRAL
163,Titulo: De alta 10% à queda de 6%: 13 empresas reagem a balanços; só 3 das 59 ações do Ibovespa caem,NEUTRAL
164,Titulo: Bovespa ronda a estabilidade pressionada por Petrobras,NEUTRAL
165,"Titulo: Payroll, reação ao Copom e queda da Apple: 3 assuntos que movem o mercado nesta sexta | Resumo: Bolsas internacionais caminham sem uma direção definida, com investidores à espera de dados do mercado de trabalho dos EUA",NEUTRAL
166,"Titulo: Não estava confortável em largar guidance, diz Galípolo sobre última reunião do Copom | Resumo: Para Galípolo, reduzir a magnitude do corte na taxa básica implicaria justificar que tinha acontecido uma mudança substancial no cenário",NEUTRAL
167,"Titulo: Bolsonaro pode nomear militar para a Petrobras; balanço da Vale anima, Ambev decepciona e mais notícias",NEUTRAL
168,"Titulo: Haddad diz que conversará com Campos Neto sobre fala em relação a ritmo de corte de juros | Resumo: Em reunião na quarta-feira, Campos Neto teria dito que a probabilidade de desacelerar o ritmo de corte da Selic de 50 para 25 pontos-base é maior do que aumentá-la",NEUTRAL
169,"Titulo: Petrobras e mais 3 oportunidades de compra na Bolsa, com potencial de ganhos de até 36%",NEUTRAL
170,"Titulo: Dólar salta para R$ 3,95 com maior chance de PT no 2º turno; Ibovespa fecha em alta | Resumo: Moeda teve forte valorização com tensão política, enquanto o Ibovespa ficou instável em dia de vencimento de opções sobre ações",NEUTRAL
171,"Titulo: Juros futuros avançam com atividade local resiliente, mas perdem força com Powell",NEUTRAL
172,"Titulo: Ibovespa avança, mas mercado mantém cautela com pré-candidatura de Flávio Bolsonaro",NEUTRAL
173,"Titulo: Vale (VALE3) garante alta da Bolsa, Braskem (BRKM5) dispara com desdobramentos em Maceió e Magalu (MGLU3) cai | Resumo: Acompanhe o que movimenta a bolsa, ações, dólar, juros e commodities nos negócios do pregão desta quinta-feira (21).",NEUTRAL
174,"Titulo: Governo eleva estimativas para crescimento e inflação em 2021 | Resumo: O boletim anterior, de março, previa uma alta de 3,20% do PIB e de 4,42% do IPCA para 2021.",NEUTRAL
175,"Titulo: Lula diz que taxa de juros de 10,5% é irreal para inflação de 4%: 'mas não sou presidente do BC' | Resumo: Presidente afirmou ainda que 'isso vai melhorar quando puder indicar' o novo chefe da instituição, que substituirá Roberto Campos Neto",NEUTRAL
176,"Titulo: Selic não vai reagir a dados de alta frequência, diz Campos Neto | Resumo: Em participação no MacroDay 2021, do BTG Pactual, Campos Neto afirmou que o BC está acompanhando os componentes do processo inflacionário, mas que nem sempre ocorrerão ""alterações no plano de voo""",NEUTRAL
